Universitas	Provinsi	Kota	Program Studi	Bidang Ilmu	Jenjang	Daya Tampung 2026	Peminat 2025	Peminat 2025 (Num)	Rasio	Situs
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	TEKNIK SIPIL	TEKNIK SIPIL	Sarjana	30	227	227	1:8	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	FISIKA	FISIKA	Sarjana	20	62	62	1:4	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	KIMIA	KIMIA	Sarjana	20	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	ARSITEKTUR	ARSITEKTUR	Sarjana	20	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	STATISTIKA	STATISTIKA	Sarjana	20	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	TEKNOLOGI INDUSTRI PERTANIAN	AGROINDUSTRI	Sarjana	24	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	KEBIDANAN	KEBIDANAN	Sarjana	24	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	AKUNTANSI	AKUNTANSI	Diploma Tiga	48	1155	1155	1:25	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	TEKNIK MESIN	TEKNIK MESIN	Diploma Tiga	28	712	712	1:26	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	KEBIDANAN	KEBIDANAN	Diploma Tiga	28	721	721	1:26	https://pmb.unsika.ac.id/
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN (FITB)	TEKNIK GEOLOGI	Sarjana	130	2703	2703	1:21	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS TEKNIK PERTAMBANGAN DAN PERMINYAKAN (FTTM)	TEKNIK PERTAMBANGAN	Sarjana	115	4975	4975	1:44	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	SEKOLAH FARMASI (SF)	FARMASI	Sarjana	56	1138	1138	1:21	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	SEKOLAH ILMU DAN TEKNOLOGI HAYATI - SAINS (SITH-S)	BIOLOGI	Sarjana	42	413	413	1:10	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS TEKNIK MESIN DAN DIRGANTARA (FTMD)	TEKNIK MESIN	Sarjana	100	2586	2586	1:26	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	SEKOLAH ILMU DAN TEKNOLOGI HAYATI - REKAYASA (SITH-R)	BIOTEKNOLOGI	Sarjana	75	788	788	1:11	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS TEKNOLOGI INDUSTRI - KAMPUS CIREBON (FTI-C)	TEKNIK INDUSTRI	Sarjana	33	567	567	1:18	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS TEKNIK PERTAMBANGAN DAN PERMINYAKAN - KAMPUS CIREBON (FTTM-C)	TEKNIK PERTAMBANGAN	Sarjana	30	1584	1584	1:53	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN - KAMPUS CIREBON (FITB-C)	TEKNIK GEOLOGI	Sarjana	30	373	373	1:13	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM - MATEMATIKA (FMIPA-M)	MATEMATIKA	Sarjana	60	609	609	1:11	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM - IPA (FMIPA-IPA)	BIOLOGI	Sarjana	98	901	901	1:10	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	SEKOLAH TEKNIK ELEKTRO DAN INFORMATIKA - KOMPUTASI (STEI-K)	TEKNIK INFORMATIKA	Sarjana	67	3526	3526	1:53	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	SEKOLAH TEKNIK ELEKTRO DAN INFORMATIKA - REKAYASA (STEI-R)	TEKNIK INFORMATIKA	Sarjana	75	1802	1802	1:25	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS SENIRUPA DAN DESAIN (FSRD)	SENI RUPA	Sarjana	110	1840	1840	1:17	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	SEKOLAH BISNIS DAN MANAJEMEN (SBM)	MANAJEMEN	Sarjana	55	2483	2483	1:46	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS SENIRUPA DAN DESAIN - KAMPUS CIREBON (FSRD-C)	SENI RUPA	Sarjana	51	369	369	1:8	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN - INFRASTRUKTUR SIPIL, LINGKUNGAN, DAN KELAUTAN	TEKNIK SIPIL	Sarjana	90	1554	1554	1:18	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN - INFRASTRUKTUR SUMBER DAYA AIR DAN SANITASI LINGKUNGAN	TEKNIK SIPIL	Sarjana	40	1173	1173	1:30	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS TEKNOLOGI INDUSTRI - SISTEM DAN PROSES (FTI-SP)	TEKNIK INDUSTRI	Sarjana	105	1485	1485	1:15	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	FAKULTAS TEKNOLOGI INDUSTRI - REKAYASA INDUSTRI (FTI-RI)	TEKNIK INDUSTRI	Sarjana	55	1406	1406	1:26	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	SEKOLAH ILMU DAN TEKNOLOGI HAYATI - KAMPUS CIREBON (SITH-C)	BIOTEKNOLOGI	Sarjana	18	176	176	1:10	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	ARSITEKTUR	ARSITEKTUR	Sarjana	28	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	PERENCANAAN WILAYAH DAN KOTA	PERENCANAAN WILAYAH DAN KOTA	Sarjana	35	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://admission.itb.ac.id
INSTITUT TEKNOLOGI BANDUNG	Jawa Barat	Kota Bandung	PERENCANAAN WILAYAH DAN KOTA - KAMPUS CIREBON	PERENCANAAN WILAYAH DAN KOTA	Sarjana	30	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://admission.itb.ac.id
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	PENDIDIKAN DOKTER	KEDOKTERAN	Sarjana	100	2944	2944	1:30	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	MATEMATIKA	MATEMATIKA	Sarjana	45	352	352	1:8	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	KIMIA	KIMIA	Sarjana	40	483	483	1:13	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	FISIKA	FISIKA	Sarjana	45	233	233	1:6	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	BIOLOGI	BIOLOGI	Sarjana	53	480	480	1:10	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	STATISTIKA	STATISTIKA	Sarjana	46	685	685	1:15	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	AGROTEKNOLOGI	AGROTEKNOLOGI	Sarjana	134	1297	1297	1:10	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	AGRIBISNIS	AGRIBISNIS	Sarjana	58	1020	1020	1:18	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	PENDIDIKAN DOKTER GIGI	KEDOKTERAN GIGI	Sarjana	46	1428	1428	1:32	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU PETERNAKAN	PETERNAKAN	Sarjana	161	1126	1126	1:7	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	PERIKANAN	PERIKANAN	Sarjana	92	572	572	1:7	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU KEPERAWATAN	KEPERAWATAN	Sarjana	82	1885	1885	1:23	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU KELAUTAN	ILMU KELAUTAN	Sarjana	58	707	707	1:13	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	TEKNOLOGI  PANGAN	TEKNOLOGI PANGAN	Sarjana	58	1494	1494	1:26	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	TEKNIK PERTANIAN	TEKNIK PERTANIAN	Sarjana	48	701	701	1:15	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	FARMASI	FARMASI	Sarjana	75	2408	2408	1:33	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	TEKNIK GEOLOGI	TEKNIK GEOLOGI	Sarjana	76	2388	2388	1:32	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	PSIKOLOGI	PSIKOLOGI	Sarjana	71	3089	3089	1:44	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	GEOFISIKA	TEKNIK GEOLOGI	Sarjana	22	516	516	1:24	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	TEKNIK INFORMATIKA	TEKNIK INFORMATIKA	Sarjana	35	2487	2487	1:72	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	TEKNOLOGI INDUSTRI PERTANIAN	AGROINDUSTRI	Sarjana	28	599	599	1:22	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	TEKNIK ELEKTRO	TEKNIK ELEKTRO	Sarjana	42	1095	1095	1:27	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	KEDOKTERAN HEWAN	KEDOKTERAN HEWAN	Sarjana	18	495	495	1:28	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU AKTUARIA	AKTUARIA	Sarjana	19	396	396	1:21	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	PERIKANAN PSDKU PANGANDARAN	PERIKANAN	Sarjana	30	144	144	1:5	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	PETERNAKAN PSDKU PANGANDARAN	PETERNAKAN	Sarjana	18	123	123	1:7	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	KEPERAWATAN PSDKU PANGANDARAN	KEPERAWATAN	Sarjana	23	299	299	1:13	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU HUKUM	ILMU HUKUM	Sarjana	132	4054	4054	1:31	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	AKUNTANSI	AKUNTANSI	Sarjana	48	2019	2019	1:43	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU EKONOMI	ILMU EKONOMI	Sarjana	41	825	825	1:21	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	MANAJEMEN	MANAJEMEN	Sarjana	50	2230	2230	1:45	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ADMINISTRASI PUBLIK	ADMINISTRASI PUBLIK	Sarjana	40	1407	1407	1:36	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU HUBUNGAN INTERNASIONAL	HUBUNGAN INTERNASIONAL	Sarjana	42	1468	1468	1:35	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU KESEJAHTERAAN SOSIAL	ILMU KESEJAHTERAAN SOSIAL	Sarjana	23	609	609	1:27	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU PEMERINTAHAN	ADMINISTRASI PUBLIK	Sarjana	29	704	704	1:25	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ANTROPOLOGI	ANTROPOLOGI	Sarjana	18	544	544	1:31	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU ADMINISTRASI BISNIS	ADMINISTRASI BISNIS	Sarjana	45	1757	1757	1:40	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	SASTRA INDONESIA	BAHASA DAN SASTRA INDONESIA	Sarjana	37	572	572	1:16	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	SASTRA SUNDA	SASTRA SUNDA	Sarjana	30	268	268	1:9	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU SEJARAH	SEJARAH	Sarjana	50	392	392	1:8	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	SASTRA INGGRIS	BAHASA INGGRIS	Sarjana	42	1139	1139	1:28	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	SASTRA PERANCIS	BAHASA DAN SASTRA PRANCIS	Sarjana	30	310	310	1:11	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	SASTRA JEPANG	BAHASA DAN SASTRA JEPANG	Sarjana	39	834	834	1:22	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	SASTRA RUSIA	SASTRA RUSIA	Sarjana	27	174	174	1:7	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	SASTRA JERMAN	BAHASA JERMAN	Sarjana	25	390	390	1:16	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	SASTRA ARAB	BAHASA ARAB	Sarjana	50	485	485	1:10	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU KOMUNIKASI	ILMU KOMUNIKASI	Sarjana	46	2459	2459	1:54	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	PERPUSTAKAAN DAN SAINS INFORMASI	PERPUSTAKAAN	Sarjana	41	512	512	1:13	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	SOSIOLOGI	SOSIOLOGI	Sarjana	19	552	552	1:30	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU POLITIK	ILMU POLITIK	Sarjana	23	573	573	1:25	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	HUBUNGAN MASYARAKAT	ILMU KOMUNIKASI	Sarjana	40	1012	1012	1:26	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	EKONOMI ISLAM	EKONOMI SYARIAH	Sarjana	50	650	650	1:13	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	MANAJEMEN KOMUNIKASI	MANAJEMEN	Sarjana	47	1106	1106	1:24	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	JURNALISTIK	ILMU KOMUNIKASI	Sarjana	47	747	747	1:16	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	TELEVISI DAN FILM	FILM DAN TELEVISI	Sarjana	47	1096	1096	1:24	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	BISNIS DIGITAL	BISNIS DIGITAL	Sarjana	37	2089	2089	1:57	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ADMINISTRASI BISNIS PSDKU PANGANDARAN	ADMINISTRASI BISNIS	Sarjana	18	312	312	1:18	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ILMU KOMUNIKASI PSDKU PANGANDARAN	ILMU KOMUNIKASI	Sarjana	21	252	252	1:12	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	REKAYASA KOSMETIK	TATA RIAS DAN KECANTIKAN	Sarjana	18	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	AKUNTANSI PERPAJAKAN	PERPAJAKAN	Sarjana Terapan	45	2562	2562	1:57	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	AKUNTANSI SEKTOR PUBLIK	AKUNTANSI	Sarjana Terapan	39	1630	1630	1:42	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	BISNIS INTERNASIONAL	ADMINISTRASI BISNIS	Sarjana Terapan	30	2542	2542	1:85	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	PEMASARAN DIGITAL	BISNIS DIGITAL	Sarjana Terapan	19	1546	1546	1:82	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	KEBIDANAN	KEBIDANAN	Sarjana Terapan	15	2187	2187	1:146	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	TEKNOLOGI INDUSTRI KIMIA	TEKNIK KIMIA	Sarjana Terapan	18	1639	1639	1:92	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	AGROTEKNOPRENEUR	AGROTEKNOLOGI	Sarjana Terapan	33	1201	1201	1:37	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ADMINISTRASI KEUANGAN PUBLIK	ADMINISTRASI PUBLIK	Sarjana Terapan	27	1661	1661	1:62	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	ADMINISTRASI PEMERINTAHAN	ADMINISTRASI PUBLIK	Sarjana Terapan	22	1835	1835	1:84	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	BISNIS LOGISTIK	LOGISTIK	Sarjana Terapan	24	1155	1155	1:49	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	KEARSIPAN DIGITAL	KEARSIPAN	Sarjana Terapan	15	1068	1068	1:72	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	BAHASA DAN BUDAYA TIONGKOK	BAHASA MANDARIN	Sarjana Terapan	16	910	910	1:57	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	MANAJEMEN PRODUKSI MEDIA	ILMU KOMUNIKASI	Sarjana Terapan	38	1968	1968	1:52	https://smup.unpad.ac.id/
UNIVERSITAS PADJADJARAN	Jawa Barat	Kabupaten Sumedang	PARIWISATA BAHARI	PARIWISATA	Sarjana Terapan	52	1499	1499	1:29	https://smup.unpad.ac.id/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN MATEMATIKA	PENDIDIKAN MATEMATIKA	Sarjana	44	376	376	1:9	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN FISIKA	PENDIDIKAN FISIKA	Sarjana	30	107	107	1:4	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN BIOLOGI	PENDIDIKAN BIOLOGI	Sarjana	40	361	361	1:10	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN KIMIA	PENDIDIKAN KIMIA	Sarjana	46	236	236	1:6	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN ILMU KOMPUTER	TEKNIK INFORMATIKA	Sarjana	75	386	386	1:6	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	MATEMATIKA	MATEMATIKA	Sarjana	40	342	342	1:9	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	FISIKA	FISIKA	Sarjana	32	153	153	1:5	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	BIOLOGI	BIOLOGI	Sarjana	40	398	398	1:10	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	KIMIA	KIMIA	Sarjana	45	374	374	1:9	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	ILMU KOMPUTER	TEKNIK INFORMATIKA	Sarjana	40	1097	1097	1:28	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN TEKNIK ARSITEKTUR	ARSITEKTUR	Sarjana	51	210	210	1:5	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN TEKNIK BANGUNAN	TEKNIK SIPIL	Sarjana	31	162	162	1:6	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN TEKNIK ELEKTRO	PENDIDIKAN ELEKTRO	Sarjana	51	181	181	1:4	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN TEKNIK MESIN	TEKNIK MESIN	Sarjana	46	292	292	1:7	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	ILMU KEOLAHRAGAAN	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	67	448	448	1:7	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	TEKNIK ELEKTRO	TEKNIK ELEKTRO	Sarjana	40	686	686	1:18	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN TEKNOLOGI AGRO INDUSTRI	AGROINDUSTRI	Sarjana	35	313	313	1:9	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	TEKNIK SIPIL	TEKNIK SIPIL	Sarjana	46	872	872	1:19	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN ILMU PENGETAHUAN ALAM	PENDIDIKAN IPA	Sarjana	17	166	166	1:10	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	ARSITEKTUR	ARSITEKTUR	Sarjana	31	659	659	1:22	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN KELAUTAN DAN PERIKANAN KAMPUS SERANG	PERIKANAN	Sarjana	50	95	95	1:2	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN MULTIMEDIA KAMPUS CIBIRU	TEKNIK INFORMATIKA	Sarjana	44	310	310	1:8	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN SISTEM DAN TEKNOLOGI INFORMASI KAMPUS PURWAKARTA	TEKNIK INFORMATIKA	Sarjana	52	195	195	1:4	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	PENDIDIKAN TEKNIK OTOMOTIF	PENDIDIKAN TEKNIK OTOMOTIF	Sarjana	56	176	176	1:4	https://pmb.upi.edu/
UNIVERSITAS PENDIDIKAN INDONESIA	Jawa Barat	Kota Bandung	SISTEM INFORMASI KELAUTAN KAMPUS SERANG	SISTEM INFORMASI	Sarjana	58	112	112	1:2	https://pmb.upi.edu/
